0,1,2,3
0.0,0.0,-1.0,0.9912344330574285
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.07659240169274287
0.0,-1.0,0.0,-0.10601915145040311
0.0,0.0,-1.0,0.9909621906285319
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.08022100968904283
0.0,-1.0,0.0,-0.10524677105414987
0.0,0.0,-1.0,0.9907611694200149
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.08198135106937199
0.0,-1.0,0.0,-0.10517826542793779
0.0,0.0,-1.0,0.9906339783874092
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.08649187955337927
0.0,-1.0,0.0,-0.10525367810667349
0.0,0.0,-1.0,0.9902501122324849
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.09222672916146313
0.0,-1.0,0.0,-0.10841698111716938
0.0,0.0,-1.0,0.9894097486518421
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.09568069105997928
0.0,-1.0,0.0,-0.10991545767951713
0.0,0.0,-1.0,0.9889232326278852
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.10056598823643112
0.0,-1.0,0.0,-0.10910268845881571
0.0,0.0,-1.0,0.9885423867783931
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.10548589969923097
0.0,-1.0,0.0,-0.10914383924492964
0.0,0.0,-1.0,0.988024835932299
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.11046065225821129
0.0,-1.0,0.0,-0.10953225195379793
0.0,0.0,-1.0,0.9874375217511269
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.11498846376412358
0.0,-1.0,0.0,-0.10828276405559971
0.0,0.0,-1.0,0.9870580288429877
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.12331121626505699
0.0,-1.0,0.0,-0.10883117846167331
0.0,0.0,-1.0,0.985988784240406
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1288401439917724
0.0,-1.0,0.0,-0.1087113286530233
0.0,0.0,-1.0,0.9853180770883011
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.13309802897780829
0.0,-1.0,0.0,-0.10898591828771725
0.0,0.0,-1.0,0.9846896354351649
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.13891990306727048
0.0,-1.0,0.0,-0.10847186996705069
0.0,0.0,-1.0,0.9839266755985159
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.14708194513380804
0.0,-1.0,0.0,-0.10824279351243837
0.0,0.0,-1.0,0.9827599627794356
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.15396977566577053
0.0,-1.0,0.0,-0.10833896127228153
0.0,0.0,-1.0,0.9817231485917921
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.15801923266901924
0.0,-1.0,0.0,-0.10979917391871416
0.0,0.0,-1.0,0.9809186181658516
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.16414440848589756
0.0,-1.0,0.0,-0.10965698058260084
0.0,0.0,-1.0,0.9799273776464418
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.16923900163308003
0.0,-1.0,0.0,-0.11071530216164327
0.0,0.0,-1.0,0.9789436083361724
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.17407339379582232
0.0,-1.0,0.0,-0.10980424420294545
0.0,0.0,-1.0,0.9781683530082841
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1795571747885195
0.0,-1.0,0.0,-0.1100678785105066
0.0,0.0,-1.0,0.9771521948904569
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.18308857025282155
0.0,-1.0,0.0,-0.11076195400815539
0.0,0.0,-1.0,0.976406509657808
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.18669526964221736
0.0,-1.0,0.0,-0.11130047292748045
0.0,0.0,-1.0,0.9756667005750402
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.18988650826306364
0.0,-1.0,0.0,-0.11176428997543503
0.0,0.0,-1.0,0.975005512750117
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.19233006360575083
0.0,-1.0,0.0,-0.10995390273702303
0.0,0.0,-1.0,0.974723279252852
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.19517268753860634
0.0,-1.0,0.0,-0.1106484336332286
0.0,0.0,-1.0,0.9740777807619321
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.19722111120765445
0.0,-1.0,0.0,-0.10993062920975472
0.0,0.0,-1.0,0.9737478611475163
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1994003430362054
0.0,-1.0,0.0,-0.10985738005249011
0.0,0.0,-1.0,0.9733094976538224
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.2012308864070161
0.0,-1.0,0.0,-0.11018965021267223
0.0,0.0,-1.0,0.9729013364223171
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20281054497670306
0.0,-1.0,0.0,-0.1102589124415992
0.0,0.0,-1.0,0.9725766534397715
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20384290077474437
0.0,-1.0,0.0,-0.11065324116577963
0.0,0.0,-1.0,0.972310757448049
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20463676537642828
0.0,-1.0,0.0,-0.11060443118245204
0.0,0.0,-1.0,0.9721465358996685
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20591469152075959
0.0,-1.0,0.0,-0.11178493153422393
0.0,0.0,-1.0,0.9717444125658761
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20617462408064474
0.0,-1.0,0.0,-0.11236476303696077
0.0,0.0,-1.0,0.9716311668927624
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20662787831051954
0.0,-1.0,0.0,-0.11274614923058782
0.0,0.0,-1.0,0.9714838992291517
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20592144717238792
0.0,-1.0,0.0,-0.11423420042971032
0.0,0.0,-1.0,0.9714553867649052
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20517489489313062
0.0,-1.0,0.0,-0.11507053655106764
0.0,0.0,-1.0,0.9715175218314085
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.20312832966549488
0.0,-1.0,0.0,-0.11565520381443117
0.0,0.0,-1.0,0.971877926123909
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.2009528918136141
0.0,-1.0,0.0,-0.11608209372965497
0.0,0.0,-1.0,0.972281079676699
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1979797746206643
0.0,-1.0,0.0,-0.11637499861373495
0.0,0.0,-1.0,0.9728618627473914
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.19505881226759836
0.0,-1.0,0.0,-0.11641110513224381
0.0,0.0,-1.0,0.9734490556132481
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.19229770406594784
0.0,-1.0,0.0,-0.11750906562472198
0.0,0.0,-1.0,0.9738669048518936
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1887836540935328
0.0,-1.0,0.0,-0.11799809114451984
0.0,0.0,-1.0,0.974495269797025
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.18494893399805606
0.0,-1.0,0.0,-0.11816951528045516
0.0,0.0,-1.0,0.9752197966653953
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.18134666784155362
0.0,-1.0,0.0,-0.11839220355389543
0.0,0.0,-1.0,0.9758851753203663
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.17728314823643904
0.0,-1.0,0.0,-0.11793951356041815
0.0,0.0,-1.0,0.9767100435694751
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.17193190384733967
0.0,-1.0,0.0,-0.11834935698475632
0.0,0.0,-1.0,0.9776104490479673
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.16743156242834045
0.0,-1.0,0.0,-0.11763442655550604
0.0,0.0,-1.0,0.9784857187134731
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1622386867262205
0.0,-1.0,0.0,-0.1169048087331696
0.0,0.0,-1.0,0.9794552810654502
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.15761545135901667
0.0,-1.0,0.0,-0.11765331587599634
0.0,0.0,-1.0,0.980112489069183
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1517619193888074
0.0,-1.0,0.0,-0.11777425244755915
0.0,0.0,-1.0,0.9810146283423549
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.14496941512112882
0.0,-1.0,0.0,-0.11736022548712598
0.0,0.0,-1.0,0.9820815771858835
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.13862536050052954
0.0,-1.0,0.0,-0.11773990107119595
0.0,0.0,-1.0,0.9829504086287408
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.133420998624656
0.0,-1.0,0.0,-0.1181431747686689
0.0,0.0,-1.0,0.9836476751070309
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.12657951108361853
0.0,-1.0,0.0,-0.11922672543619728
0.0,0.0,-1.0,0.9844310645041896
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.12154631197852753
0.0,-1.0,0.0,-0.11911581345122954
0.0,0.0,-1.0,0.985075748808141
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.11721595306241897
0.0,-1.0,0.0,-0.12031983057305862
0.0,0.0,-1.0,0.9854478545860328
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.11005027417517925
0.0,-1.0,0.0,-0.12177909039768868
0.0,0.0,-1.0,0.9860977892752016
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.10374669013801573
0.0,-1.0,0.0,-0.12181118075018256
0.0,0.0,-1.0,0.986775753614929
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.09843998246482717
0.0,-1.0,0.0,-0.12112767058118208
0.0,0.0,-1.0,0.9874130230719994
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.09345059733828885
0.0,-1.0,0.0,-0.12117586983447975
0.0,0.0,-1.0,0.987890739337258
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.08876681544413884
0.0,-1.0,0.0,-0.12033936166576685
0.0,0.0,-1.0,0.9883940966785414
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0830363484208202
0.0,-1.0,0.0,-0.12049401022118351
0.0,0.0,-1.0,0.9888674023757984
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.07823183645651777
0.0,-1.0,0.0,-0.12072158104788114
0.0,0.0,-1.0,0.9892427397168844
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.06961358615548495
0.0,-1.0,0.0,-0.12123636450070488
0.0,0.0,-1.0,0.9898460688688346
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.06460763370742176
0.0,-1.0,0.0,-0.12042271393567573
0.0,0.0,-1.0,0.9902857189036203
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05981647959074042
0.0,-1.0,0.0,-0.11966830036734108
0.0,0.0,-1.0,0.9906921709836665
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.054160278216443675
0.0,-1.0,0.0,-0.11903476087185699
0.0,0.0,-1.0,0.9911041848460695
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05008902610360899
0.0,-1.0,0.0,-0.11861015406318198
0.0,0.0,-1.0,0.9913543716956545
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04504271004158508
0.0,-1.0,0.0,-0.11921057082565636
0.0,0.0,-1.0,0.9915263370356415
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.040467398346786206
0.0,-1.0,0.0,-0.11975265043934893
0.0,0.0,-1.0,0.9916658661018686
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.036480416798736565
0.0,-1.0,0.0,-0.11982823138452092
0.0,0.0,-1.0,0.9918063304708147
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0329982018128848
0.0,-1.0,0.0,-0.12015743204397843
0.0,0.0,-1.0,0.9919024983014562
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.029348004519307847
0.0,-1.0,0.0,-0.11941723903650359
0.0,0.0,-1.0,0.9920916271014759
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.027807701395707783
0.0,-1.0,0.0,-0.11972948612576484
0.0,0.0,-1.0,0.9920910513862236
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02766993380086174
0.0,-1.0,0.0,-0.11886135216376183
0.0,0.0,-1.0,0.992195441923821
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.026997009860737314
0.0,-1.0,0.0,-0.11734037733818072
0.0,0.0,-1.0,0.9923936440345397
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02725407057215508
0.0,-1.0,0.0,-0.11577883663978897
0.0,0.0,-1.0,0.9925585482673283
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02656793176239458
0.0,-1.0,0.0,-0.11492344465903467
0.0,0.0,-1.0,0.9926958303430571
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.021664907119163503
0.0,-1.0,0.0,-0.11292590482542536
0.0,0.0,-1.0,0.993097475580003
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.020654317430000256
0.0,-1.0,0.0,-0.11131888074332719
0.0,0.0,-1.0,0.9933083433063665
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.019559779472987166
0.0,-1.0,0.0,-0.10975616759462113
0.0,0.0,-1.0,0.9934957168541638
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.019171497775419166
0.0,-1.0,0.0,-0.10995570662604909
0.0,0.0,-1.0,0.993489354613704
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.017761132541759494
0.0,-1.0,0.0,-0.10962168082698914
0.0,0.0,-1.0,0.9935529474070506
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.016191130582525658
0.0,-1.0,0.0,-0.10881096031729579
0.0,0.0,-1.0,0.9936801292038508
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.017426841181135255
0.0,-1.0,0.0,-0.10964915561264876
0.0,0.0,-1.0,0.9935627843162705
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02049513485852395
0.0,-1.0,0.0,-0.10930190480725502
0.0,0.0,-1.0,0.9935305499822298
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01604280991299302
0.0,-1.0,0.0,-0.10743808653310793
0.0,0.0,-1.0,0.9938199326855987
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.021006822316411104
0.0,-1.0,0.0,-0.10638172199762663
0.0,0.0,-1.0,0.9938272299003009
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.015271585281125637
0.0,-1.0,0.0,-0.10572269800752497
0.0,0.0,-1.0,0.9940218467266413
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.014194941068525065
0.0,-1.0,0.0,-0.1035057787542799
0.0,0.0,-1.0,0.9942792942009722
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.015326467972139149
0.0,-1.0,0.0,-0.10091693939028606
0.0,0.0,-1.0,0.9945225803141862
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01194548376270668
0.0,-1.0,0.0,-0.10033170488714135
0.0,0.0,-1.0,0.9946530723823935
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.011098924091763062
0.0,-1.0,0.0,-0.09876800486147627
0.0,0.0,-1.0,0.9948226204023698
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.010704127888127017
0.0,-1.0,0.0,-0.09684607572403425
0.0,0.0,-1.0,0.9950087757774578
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.012341803114101085
0.0,-1.0,0.0,-0.09509155821320381
0.0,0.0,-1.0,0.9951560384033068
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.010058798337973194
0.0,-1.0,0.0,-0.09572195207875561
0.0,0.0,-1.0,0.9951226725839245
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01566990096476559
0.0,-1.0,0.0,-0.09446212106057805
0.0,0.0,-1.0,0.9951427549358588
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01738284609516165
0.0,-1.0,0.0,-0.0937446983153276
0.0,0.0,-1.0,0.9951565858824323
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.020253567678095122
0.0,-1.0,0.0,-0.09334517885893094
0.0,0.0,-1.0,0.995104823911536
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.018454123284607164
0.0,-1.0,0.0,-0.09263270057093416
0.0,0.0,-1.0,0.9951807648121196
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.017651993836373375
0.0,-1.0,0.0,-0.09027725444774329
0.0,0.0,-1.0,0.9953690376008562
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.013124344754118738
0.0,-1.0,0.0,-0.08833527621231643
0.0,0.0,-1.0,0.9955869637694561
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.010303052033419802
0.0,-1.0,0.0,-0.08847054209348015
0.0,0.0,-1.0,0.9955859899860264
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.006736920595645334
0.0,-1.0,0.0,-0.08977063047025452
0.0,0.0,-1.0,0.9954841191545342
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.00467581894904215
0.0,-1.0,0.0,-0.08857722915307621
0.0,0.0,-1.0,0.9956006343607884
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.003205281109170668
0.0,-1.0,0.0,-0.08855070659947445
0.0,0.0,-1.0,0.9956068536518499
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0028128174483864257
0.0,-1.0,0.0,-0.08895958096681521
0.0,0.0,-1.0,0.9955640117808897
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.002869632303389923
0.0,-1.0,0.0,-0.08879357283607518
0.0,0.0,-1.0,0.9955781381857528
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0032985563241436193
0.0,-1.0,0.0,-0.08921038842710644
0.0,0.0,-1.0,0.9955258382208056
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.003713236874281302
0.0,-1.0,0.0,-0.08864119727986375
0.0,0.0,-1.0,0.9955670040498968
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.004750653143938631
0.0,-1.0,0.0,-0.08768990328975268
0.0,0.0,-1.0,0.995657401367203
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.005625646704566814
0.0,-1.0,0.0,-0.08838123646096725
0.0,0.0,-1.0,0.9956057667428821
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.007038126291978617
0.0,-1.0,0.0,-0.08787069983728854
0.0,0.0,-1.0,0.9956422410754232
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.007110654709312393
0.0,-1.0,0.0,-0.08831015716319911
0.0,0.0,-1.0,0.9956046118541138
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.007407195885489971
0.0,-1.0,0.0,-0.0883455249571341
0.0,0.0,-1.0,0.9956078456983686
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.00868952846128193
0.0,-1.0,0.0,-0.08893771190820579
0.0,0.0,-1.0,0.9955466365083583
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.009285382293764364
0.0,-1.0,0.0,-0.08863965511071684
0.0,0.0,-1.0,0.9955732346429746
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.010485557273664873
0.0,-1.0,0.0,-0.08860100232468476
0.0,0.0,-1.0,0.995570369431694
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.011001995076668006
0.0,-1.0,0.0,-0.08908991769130528
0.0,0.0,-1.0,0.9955275442252041
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.011324503217174582
0.0,-1.0,0.0,-0.08985063019059446
0.0,0.0,-1.0,0.9954651663347502
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.011718524548399365
0.0,-1.0,0.0,-0.08978808747035488
0.0,0.0,-1.0,0.9954564200365715
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.012769111196400711
0.0,-1.0,0.0,-0.08882218101597539
0.0,0.0,-1.0,0.9955374877414951
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.014400531922729352
0.0,-1.0,0.0,-0.08812103771559764
0.0,0.0,-1.0,0.9955816960118011
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01609795833874228
0.0,-1.0,0.0,-0.0875947159148517
0.0,0.0,-1.0,0.9956145179440334
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.01737472553350393
0.0,-1.0,0.0,-0.08642868239354623
0.0,0.0,-1.0,0.9956902678266504
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.018352830229547548
0.0,-1.0,0.0,-0.08392274274540257
0.0,0.0,-1.0,0.995857548215175
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.020725523646696754
0.0,-1.0,0.0,-0.08211406776755836
0.0,0.0,-1.0,0.9959594128932729
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.023407717980534058
0.0,-1.0,0.0,-0.08033563500644361
0.0,0.0,-1.0,0.9960446877395361
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02488333488876255
0.0,-1.0,0.0,-0.07860485777410064
0.0,0.0,-1.0,0.9961461992974328
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.02654625475985411
0.0,-1.0,0.0,-0.07765322030659774
0.0,0.0,-1.0,0.9961681885008197
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.028105690803298514
0.0,-1.0,0.0,-0.07742739730368528
0.0,0.0,-1.0,0.9961418816954518
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.029332637036309023
0.0,-1.0,0.0,-0.07788452402391269
0.0,0.0,-1.0,0.9960550046300729
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03074121711264618
0.0,-1.0,0.0,-0.07909878864433839
0.0,0.0,-1.0,0.9959023857138826
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03211524758997222
0.0,-1.0,0.0,-0.08067641724766941
0.0,0.0,-1.0,0.9957358833987655
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03413093302157145
0.0,-1.0,0.0,-0.08181029285385194
0.0,0.0,-1.0,0.9955860978417176
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.034773449240844356
0.0,-1.0,0.0,-0.08327094191185691
0.0,0.0,-1.0,0.9954436605588026
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03519855522836244
0.0,-1.0,0.0,-0.08367521988853839
0.0,0.0,-1.0,0.9953843802191501
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03651169083595249
0.0,-1.0,0.0,-0.08577070604589232
0.0,0.0,-1.0,0.9951372198486642
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03631572456716437
0.0,-1.0,0.0,-0.0864259895321871
0.0,0.0,-1.0,0.9951007096243605
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.03656268891528358
0.0,-1.0,0.0,-0.08726913144068071
0.0,0.0,-1.0,0.9950306697544681
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0376136073224564
0.0,-1.0,0.0,-0.0883071011391312
0.0,0.0,-1.0,0.9948877577204551
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.038184470109878944
0.0,-1.0,0.0,-0.08969248043382813
0.0,0.0,-1.0,0.9947372662949568
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04019508995705958
0.0,-1.0,0.0,-0.09070356015855213
0.0,0.0,-1.0,0.9945574455335854
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04081195936078534
0.0,-1.0,0.0,-0.09210851770644574
0.0,0.0,-1.0,0.9944059870451922
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04121696610228082
0.0,-1.0,0.0,-0.09380444358252069
0.0,0.0,-1.0,0.9942401703454319
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.041941433836801496
0.0,-1.0,0.0,-0.09519675595339497
0.0,0.0,-1.0,0.9940823856952764
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04319226806400725
0.0,-1.0,0.0,-0.09631628448339807
0.0,0.0,-1.0,0.993942605978156
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04432494752062521
0.0,-1.0,0.0,-0.09819881446352755
0.0,0.0,-1.0,0.9937180098642207
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04506419935074492
0.0,-1.0,0.0,-0.09951308199428836
0.0,0.0,-1.0,0.9935730577234423
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04584835868867614
0.0,-1.0,0.0,-0.10026774004468474
0.0,0.0,-1.0,0.9934605404997832
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04723115373879275
0.0,-1.0,0.0,-0.10121494306222933
0.0,0.0,-1.0,0.9933013137337545
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.04886040738718495
0.0,-1.0,0.0,-0.10200490298050924
0.0,0.0,-1.0,0.9931355028224289
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05075476944023134
0.0,-1.0,0.0,-0.10273156688225019
0.0,0.0,-1.0,0.9929724754447731
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05157157086567274
0.0,-1.0,0.0,-0.10277157431853072
0.0,0.0,-1.0,0.9929269159877899
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05313816558410554
0.0,-1.0,0.0,-0.10297722838911624
0.0,0.0,-1.0,0.9928351797943129
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.05568733085203917
0.0,-1.0,0.0,-0.10348630468009745
0.0,0.0,-1.0,0.9926301094968595
