,time_sec,gaze_x,gaze_y,gaze_z,Sgaze_x,Sgaze_y,Sgaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadPos_x,HeadPos_y,set_x,set_y,set_z,WTransG_x,WTransG_y,WTransG_z,RegSgaze_x,RegSgaze_y,RegSgaze_z,CalPSgaze_x,CalPSgaze_y,CalPSgaze_z,ROpenClose,LOpenClose
10,2025-10-22 20:54:39.363839,-0.001036974834278226,0.02923344448208809,0.9995638728141785,290.2997131347656,90.41653442382812,0.0,59,156,155,147,-3.048224,4.5438023,0.8945463,472,451,298,168,0,-182.19081076616482,45.07722852904808,489.70018539442174,289.62364465467266,88.7730894783799,0.0,293.7474321628101,92.45317452216824,0.0,1,1
11,2025-10-22 20:54:39.412117,-0.004177656024694443,0.026002928614616394,0.9995638728141785,292.6349792480469,90.7365493774414,0.0,59,156,155,148,-4.5631113,3.9649792,0.8144963,473,450,298,168,0,-181.86058962574123,44.890293453231166,489.8401192374575,290.8326715788498,90.16518859178954,0.0,294.9564590869873,93.84527363557787,0.0,1,1
12,2025-10-22 20:54:39.463349,-0.004177656024694443,0.026002928614616394,0.9994798302650452,293.3061828613281,91.21231842041016,0.0,59,155,155,148,-2.526276,5.0541067,0.6804974,473,451,298,168,0,-181.6927269210747,44.88671120218162,489.9058532608613,290.66525577911585,90.15882467633504,0.0,294.7890432872533,93.83890972012338,0.0,1,1
13,2025-10-22 20:54:39.518927,-0.0029007650446146727,0.01728896237909794,0.9994798302650452,292.9374694824219,94.5533447265625,0.0,60,157,156,148,-2.4894762,4.539445,0.9079654,472,451,298,168,0,-181.74725905550477,44.865338755733234,489.8893627064289,290.093858123472,94.40898231903418,0.0,294.21764563160946,98.08906736282252,0.0,1,1
14,2025-10-22 20:54:39.569945,-0.0029007650446146727,0.01728896237909794,0.9994798302650452,292.8109130859375,96.15426635742188,0.0,60,155,156,147,-1.638124,5.2191114,0.46682334,471,452,298,168,0,-182.06568717160818,44.96952052197247,489.7599557432373,290.41191066501756,94.51540256177935,0.0,294.535698173155,98.1954876055677,0.0,1,1
15,2025-10-22 20:54:39.627566,0.013809865340590477,0.026002928614616394,0.999459445476532,286.84698486328125,93.66252136230469,0.0,59,157,155,149,-3.3785384,3.2255344,0.8533304,472,450,298,168,0,-181.8904927335219,44.87689839764479,489.8310734979887,282.04713856446847,90.15069745908261,0.0,286.170926072606,93.83078250287095,0.0,1,1
16,2025-10-22 20:54:39.677216,0.013809865340590477,0.03184780478477478,0.9994149208068848,284.25994873046875,90.53694152832031,0.0,59,157,155,149,-2.9057662,4.3827076,0.7803278,472,450,298,168,0,-181.96378991158073,45.06351754795531,489.78814023837987,282.12072746566645,87.47343895601792,0.0,286.2445149738039,91.15352399980625,0.0,1,1
17,2025-10-22 20:54:39.730925,0.013809865340590477,0.03184780478477478,0.999194324016571,283.4029846191406,89.06526947021484,0.0,60,155,156,147,-1.1278691,5.360981,0.5525031,471,452,298,168,0,-181.89729243915056,44.84880633058882,489.8309863456701,282.052143643384,87.25391627516724,0.0,286.17593115152147,90.93400131895558,0.0,1,1
18,2025-10-22 20:54:39.784248,0.017607271671295166,0.03184780478477478,0.999194324016571,281.88995361328125,88.94914245605469,0.0,60,156,157,148,-2.6228304,5.2004604,1.1567767,470,451,298,168,0,-181.65221583914493,45.313351997546995,489.8830923788725,279.9445617339749,87.71680114128452,0.0,284.0683492421124,91.39688618507286,0.0,1,1
19,2025-10-22 20:54:39.843396,0.017607271671295166,0.02670254558324814,0.9993549585342407,281.78369140625,90.783203125,0.0,60,155,155,148,-1.7938476,4.404688,0.45850205,471,451,298,168,0,-182.10505969902798,45.205831797108175,489.7226455239879,280.4016200146907,90.13828027099193,0.0,284.5254075228282,93.81836531478028,0.0,1,1
20,2025-10-22 20:54:39.901618,0.017607271671295166,0.023292813450098038,0.9994149208068848,281.8988952636719,92.63529205322266,0.0,59,157,155,147,-4.1681995,3.9800196,0.59798837,472,450,298,168,0,-182.02268126902436,44.87743615094975,489.78422565079677,280.3186743639892,91.48003508472118,0.0,284.4424618721267,95.1601201285095,0.0,1,1
21,2025-10-22 20:54:39.957500,0.017607271671295166,0.023292813450098038,0.9994882941246033,282.115234375,93.28370666503906,0.0,59,155,154,147,-2.7690628,4.7852545,0.51474714,472,451,298,168,0,-182.0736343035786,44.70283620896213,489.78211008303015,280.37029811572796,91.306322440354,0.0,284.49408562386543,94.98640748414232,0.0,1,1
22,2025-10-22 20:54:40.014910,0.017607271671295166,0.023292813450098038,0.9995033144950867,282.2597351074219,93.55716705322266,0.0,60,156,156,148,-1.9402122,5.591282,0.820451,470,451,298,168,0,-182.04909921604468,44.87191762143348,489.7754165051705,280.34601060469106,91.47573137393525,0.0,284.4697981128285,95.1558164177236,0.0,1,1
23,2025-10-22 20:54:40.070864,0.01368233934044838,0.022224044427275658,0.9995740056037903,283.98919677734375,94.19194793701172,0.0,60,156,156,147,-2.1112638,5.5380945,0.38323402,470,452,298,168,0,-182.47940181028278,45.24012796441238,489.57715038213786,282.70279189493266,92.37283695416333,0.0,286.8265794030701,96.05292199795167,0.0,1,1
24,2025-10-22 20:54:40.128578,0.008612019009888172,0.022224044427275658,0.9996269345283508,286.49334716796875,94.25968933105469,0.0,60,155,155,146,-2.3070858,4.2404375,0.23267412,471,453,298,168,0,-182.50180264262744,45.05104090939003,489.5880791277395,285.2086927945105,92.1840832750554,0.0,289.332480302648,95.86416831884374,0.0,1,1
25,2025-10-22 20:54:40.182408,0.008612019009888172,0.022224044427275658,0.9997159242630005,286.9920654296875,94.08104705810547,0.0,61,156,157,147,-2.1517553,5.3799667,0.54851174,470,452,298,168,0,-181.79048546207562,44.872263025827685,489.8664053356105,284.4953534400875,92.0000870005558,0.0,288.619140948225,95.68017204434415,0.0,1,1
26,2025-10-22 20:54:40.232753,0.006490660831332207,0.012753834016621113,0.9997300505638123,287.8242492675781,97.44739532470703,0.0,61,155,157,147,-2.1425447,5.6971865,0.9953544,470,452,298,168,0,-181.91670143467712,45.248287811097356,489.7867100704362,285.66160916323554,97.01767295856264,0.0,289.785396671373,100.697758002351,0.0,1,1
27,2025-10-22 20:54:40.282833,0.006490660831332207,-0.0038727656938135624,0.9997300505638123,288.009033203125,104.55939483642578,0.0,60,156,156,148,-2.7163036,4.5206223,0.70282245,471,452,298,168,0,-181.8628122125573,45.23732107754594,489.8075740866177,285.6075844832963,105.15247354358416,0.0,289.73137199143383,108.83255858737252,0.0,1,1
28,2025-10-22 20:54:40.336913,0.006490660831332207,-0.0038727656938135624,0.9998416900634766,288.19366455078125,107.51801300048828,0.0,60,156,156,147,-3.2923794,4.5095634,0.72787166,471,452,298,168,0,-182.1934122336129,45.32941612940121,489.67617437109243,285.93939258391447,105.24384777375317,0.0,290.063180092052,108.92393281754153,0.0,1,1
29,2025-10-22 20:54:40.391868,0.006490660831332207,-0.004005384165793657,0.9998416900634766,288.22589111328125,108.39364624023438,0.0,59,157,155,149,-3.0339897,3.6194067,1.5681226,471,453,298,168,0,-182.24237551954405,45.41958136222925,489.65064335582457,285.98852160924463,105.39886111716736,0.0,290.1123091173821,109.07894616095571,0.0,1,1
30,2025-10-22 20:54:40.447384,0.005987859796732664,-0.005212234333157539,0.9996679425239563,288.6767883300781,108.96566772460938,0.0,59,158,155,153,-2.5670376,4.4385242,1.5343769,471,451,298,168,0,-182.70510363741073,45.76941499785848,489.4483403492096,286.6981876525462,106.33911212990111,0.0,290.82197516068373,110.01919717368945,0.0,1,1
31,2025-10-22 20:54:40.496682,-0.12288089841604233,-0.15946531295776367,0.9776992201805115,333.4302673339844,162.98883056640625,0.0,59,157,154,150,-3.329629,4.2148743,1.5510981,471,453,298,168,0,-182.29078005774105,46.15838526814772,489.564820852665,350.74592518701587,184.02542479100157,0.0,354.86971269515334,187.7055098347899,0.0,1,1
32,2025-10-22 20:54:40.545535,-0.12682971358299255,-0.2040974348783493,0.9698130488395691,354.5534362792969,202.07015991210938,0.0,58,157,154,152,-3.1392672,3.8108406,1.5099552,471,452,298,168,0,-182.19642569126796,45.603195621499495,489.64975487260995,353.15639579755,206.6678575613003,0.0,357.28018330568744,210.34794260508866,0.0,1,1
33,2025-10-22 20:54:40.600955,-0.13665713369846344,-0.2040974348783493,0.9686875939369202,364.6844482421875,215.84339904785156,0.0,59,157,155,150,-2.6033716,5.7556057,1.4220512,470,452,298,168,0,-182.19876758800467,45.41928633299127,489.66604863623803,358.2029740714994,206.60710478944162,0.0,362.3267615796369,210.28718983323,0.0,1,1
34,2025-10-22 20:54:40.656929,-0.15194323658943176,-0.2040974348783493,0.9686875939369202,371.8160095214844,217.66366577148438,0.0,59,157,155,149,-3.1007166,5.8496437,1.2361181,470,452,298,168,0,-182.20867125000188,45.228200971575994,489.6801970019697,365.9421347168752,206.41900041505625,0.0,370.06592222501274,210.09908545884463,0.0,1,1
35,2025-10-22 20:54:40.710939,-0.15236149728298187,-0.19561223685741425,0.9670870900154114,373.0456848144531,212.5178985595703,0.0,58,156,154,148,-3.3285856,5.350258,0.98208785,471,453,298,168,0,-182.17527307517386,45.24412765278852,489.692191168476,366.24952693164073,202.31166004809376,0.0,370.37331443977826,205.99174509188208,0.0,1,1
36,2025-10-22 20:54:40.762283,-0.15236149728298187,-0.19300396740436554,0.9686875939369202,372.0099792480469,207.24411010742188,0.0,58,157,155,149,-3.2667542,3.4350824,1.3728559,470,453,298,168,0,-182.3376297779935,45.03215813660878,489.65261718150623,366.2781898127705,200.60961599617778,0.0,370.40197732090803,204.28970103996613,0.0,1,1
37,2025-10-22 20:54:40.822924,-0.15618547797203064,-0.19300396740436554,0.9686875939369202,372.0312194824219,204.42054748535156,0.0,59,158,155,151,-3.429705,4.1692257,1.654988,470,452,298,168,0,-182.4933355164039,45.375076304569895,489.55974420665996,368.3518686460219,200.9340298984477,0.0,372.4756561541593,204.61411494223603,0.0,1,1
38,2025-10-22 20:54:40.877052,-0.1609741896390915,-0.19561223685741425,0.9659159183502197,373.41790771484375,204.0776824951172,0.0,58,156,154,149,-3.545501,3.4513407,1.121403,471,454,298,168,0,-182.5226397161074,45.22550749187885,489.56547625135534,371.03571223888594,202.38747598825276,0.0,375.15949974702346,206.0675610320411,0.0,1,1
39,2025-10-22 20:54:40.927234,-0.1609741896390915,-0.19561223685741425,0.9659159183502197,373.6156921386719,204.16197204589844,0.0,59,156,155,148,-2.7136776,5.6213083,0.9266918,470,454,298,168,0,-182.331603560133,45.42036088514219,489.6190787440242,370.8536091770413,202.59318467781353,0.0,374.97739668517875,206.27326972160188,0.0,1,1
40,2025-10-22 20:54:40.983972,-0.15709085762500763,-0.2082749605178833,0.9647325277328491,372.1812744140625,208.94744873046875,0.0,59,156,155,148,-2.832828,5.072072,1.5481994,470,454,298,168,0,-182.36393587674402,45.597255122137256,489.5913420833209,369.0106556438998,209.31227923147628,0.0,373.13444315203725,212.99236427526466,0.0,1,1
41,2025-10-22 20:54:41.043502,-0.1609741896390915,-0.2082749605178833,0.9642800092697144,372.9236755371094,210.97837829589844,0.0,59,156,154,148,-3.4772575,4.841362,0.9088323,470,454,298,168,0,-182.5365031857576,45.431961234339916,489.5389947245092,371.18357013259225,209.18528058210825,0.0,375.3073576407297,212.8653656258966,0.0,1,1
42,2025-10-22 20:54:41.103931,-0.1609741896390915,-0.20575350522994995,0.9647325277328491,373.2110290527344,210.92742919921875,0.0,58,157,153,149,-3.473701,3.3797255,1.210397,471,453,298,168,0,-182.52931135223875,45.787962231220796,489.5080084937194,371.1328752406465,208.2056020183709,0.0,375.256662748784,211.88568706215926,0.0,1,1
43,2025-10-22 20:54:41.158334,-0.18075481057167053,-0.19922775030136108,0.9642800092697144,380.3652648925781,208.12698364257812,0.0,58,158,153,151,-4.1122904,5.2347097,1.5133245,471,451,298,168,0,-182.60585836247924,45.432642875117466,489.5142796814334,381.2903810590832,204.5878308976848,0.0,385.4141685672207,208.26791594147318,0.0,1,1
44,2025-10-22 20:54:41.225482,-0.18075481057167053,-0.19922775030136108,0.9642800092697144,383.41943359375,206.60653686523438,0.0,58,156,155,148,-2.7999406,4.8419485,0.81499743,470,453,298,168,0,-182.56938742189314,45.200327719715894,489.54867361483906,381.2603572799625,204.36262179644856,0.0,385.3841447880999,208.04270684023692,0.0,1,1
45,2025-10-22 20:54:41.282430,-0.18075481057167053,-0.18939480185508728,0.9652484059333801,384.4317626953125,202.75125122070312,0.0,58,157,154,149,-3.2661445,4.3102856,1.1582406,471,452,298,168,0,-182.8521454923746,45.61828569253142,489.40396372631346,381.42395114863865,199.6636977334894,0.0,385.5477386567761,203.34378277727777,0.0,1,1
46,2025-10-22 20:54:41.343297,-0.1545940637588501,-0.18874117732048035,0.9713677763938904,374.6746826171875,200.1634521484375,0.0,57,156,152,148,-3.9009297,3.722021,1.2584827,472,452,298,168,0,-182.53668094550906,45.02519499381071,489.57657909869556,367.3780436720324,198.16988149106805,0.0,371.5018311801699,201.8499665348564,0.0,1,1
47,2025-10-22 20:54:41.404493,-0.1545940637588501,-0.18040317296981812,0.9713677763938904,370.01953125,196.55564880371094,0.0,59,157,154,149,-4.079402,5.013406,1.5945957,470,451,298,168,0,-182.37004951099405,45.232720397877046,489.6228252261617,367.21877235070195,194.18357959575843,0.0,371.3425598588394,197.8636646395468,0.0,1,1
48,2025-10-22 20:54:41.464934,-0.1450291872024536,-0.18040317296981812,0.9719110727310181,365.0302429199219,195.00839233398438,0.0,59,156,154,148,-3.5707836,2.1772923,0.8837683,470,452,298,168,0,-182.41473858365634,44.86269239612847,489.6409050789081,362.4040707985634,193.76607608482766,0.0,366.5278583067009,197.44616112861598,0.0,1,1
49,2025-10-22 20:54:41.525537,-0.1545940637588501,-0.18040317296981812,0.9719110727310181,366.94000244140625,194.867919921875,0.0,57,156,153,148,-4.3337855,4.0669117,1.5076711,471,451,298,168,0,-182.78661494167733,45.107114310306066,489.47795122222976,367.56873452759737,193.98025100047084,0.0,371.6925220357349,197.66033604425922,0.0,1,1
50,2025-10-22 20:54:41.584468,-0.17322798073291779,-0.17430682480335236,0.9713677763938904,374.7188720703125,192.97067260742188,0.0,58,157,154,149,-4.1164083,3.4125967,1.346667,470,451,298,168,0,-182.50704989586464,45.03209912087601,489.58641711513104,376.7417997295538,190.90353004477976,0.0,380.86558723769133,194.58361508856814,0.0,1,1
51,2025-10-22 20:54:41.636622,-0.17322798073291779,-0.1740746945142746,0.9707610607147217,378.3821716308594,192.16958618164062,0.0,57,157,154,149,-4.2464447,3.882928,1.5740235,471,451,298,168,0,-182.54882759548912,44.86991184785825,489.58652332070034,376.8381641983247,190.6791986112427,0.0,380.96195170646223,194.35928365503105,0.0,1,1
52,2025-10-22 20:54:41.688560,-0.17037661373615265,-0.16529390215873718,0.9714163541793823,378.6188049316406,188.87799072265625,0.0,58,156,154,148,-4.404126,3.6479263,1.2993772,471,452,298,168,0,-182.56183961302918,44.82477880194879,489.586034912103,375.3550891178386,186.14930725672713,0.0,379.4788766259761,189.8293923005155,0.0,1,1
53,2025-10-22 20:54:41.740445,-0.17212064564228058,-0.16529390215873718,0.9707610607147217,378.8507080078125,187.69451904296875,0.0,58,155,153,147,-3.5443301,3.9227123,1.3013632,471,453,298,168,0,-182.3625180545436,44.87797836108001,489.65796413592074,376.1060561912303,186.27098902551282,0.0,380.2298436993678,189.95107406930117,0.0,1,1
54,2025-10-22 20:54:41.795230,-0.17212064564228058,-0.16529390215873718,0.9705541133880615,378.84832763671875,187.44613647460938,0.0,58,157,154,149,-4.5670686,4.063141,1.6753261,471,451,298,168,0,-182.54774397763907,44.85104784884315,489.58846068825835,376.29746819529026,186.24999923850316,0.0,380.42125570342773,189.9300842822915,0.0,1,1
55,2025-10-22 20:54:41.848939,-0.17212064564228058,-0.16529390215873718,0.9701480865478516,378.5809631347656,187.64529418945312,0.0,58,156,154,148,-3.7161324,3.5489063,0.9136121,471,452,298,168,0,-182.32657545285144,44.91811012260145,489.6665050861656,376.1264840703976,186.3652554709535,0.0,380.25027157853515,190.04534051474184,0.0,1,1
