type,condition,trial_id,operation_time_ms,mouse_distance_px,jump_offset_px,jump_trigger_time_ms,success,timestamp,predict,control,recover,disorient,accept
performance,High,0.0,1839.9133682250977,1939.0,21.095023109728988,745.6486225128174,True,2026-01-15T15:26:02.970040,,,,,
performance,High,1.0,2529.5650959014893,1779.0,25.709920264364882,687.5796318054199,True,2026-01-15T15:26:08.421258,,,,,
performance,High,2.0,2012.0041370391846,1212.0,22.02271554554524,662.7593040466309,True,2026-01-15T15:26:13.353617,,,,,
performance,High,3.0,1701.0436058044434,3040.0,18.601075237738275,679.0120601654053,True,2026-01-15T15:26:17.970151,,,,,
performance,High,4.0,1649.76167678833,474.0,6.4031242374328485,810.2571964263916,True,2026-01-15T15:26:22.539791,,,,,
performance,High,5.0,1787.297010421753,2881.0,20.615528128088304,727.6496887207031,True,2026-01-15T15:26:27.240353,,,,,
performance,High,6.0,1212.5258445739746,205.0,15.652475842498529,559.0662956237793,True,2026-01-15T15:26:31.362061,,,,,
performance,High,7.0,1711.6305828094482,447.0,21.470910553583888,867.9494857788086,True,2026-01-15T15:26:35.985001,,,,,
performance,High,8.0,2119.067668914795,157.0,18.35755975068582,930.903434753418,True,2026-01-15T15:26:41.001200,,,,,
performance,High,9.0,2826.2670040130615,3021.0,29.0,1129.5301914215088,True,2026-01-15T15:26:46.743036,,,,,
subjective,High,,,,,,,2026-01-15T15:27:45.339311,4.0,6.0,7.0,3.0,6.0
performance,Mid,0.0,2184.3435764312744,283.0,57.97413216254298,,True,2026-01-15T15:27:56.429956,,,,,
performance,Mid,1.0,3129.4162273406982,738.0,32.01562118716424,1301.6042709350586,True,2026-01-15T15:28:02.475999,,,,,
performance,Mid,2.0,2969.841718673706,322.0,45.17742799230607,781.6190719604492,True,2026-01-15T15:28:08.356667,,,,,
performance,Mid,3.0,2517.014741897583,204.0,39.96248240537617,474.95436668395996,True,2026-01-15T15:28:13.778943,,,,,
performance,Mid,4.0,3068.401336669922,2935.0,29.732137494637012,532.1636199951172,True,2026-01-15T15:28:19.776478,,,,,
performance,Mid,5.0,2871.1159229278564,2787.0,50.99019513592785,729.0337085723877,True,2026-01-15T15:28:25.556394,,,,,
performance,Mid,6.0,2775.9158611297607,668.0,36.40054944640259,444.15807723999023,True,2026-01-15T15:28:31.235941,,,,,
performance,Mid,7.0,2493.429183959961,3137.0,39.0,520.8799839019775,True,2026-01-15T15:28:36.651966,,,,,
performance,Mid,8.0,3285.1619720458984,2700.0,48.093658625644196,613.4433746337891,True,2026-01-15T15:28:42.841453,,,,,
performance,Mid,9.0,2394.953727722168,2664.0,39.824615503479755,556.0147762298584,True,2026-01-15T15:28:48.150367,,,,,
subjective,Mid,,,,,,,2026-01-15T15:29:16.860356,4.0,7.0,7.0,3.0,6.0
performance,Low,0.0,2058.1719875335693,2659.0,45.60701700396552,669.3301200866699,True,2026-01-15T15:29:24.902640,,,,,
performance,Low,1.0,2081.825017929077,468.0,48.507731342539614,733.2384586334229,True,2026-01-15T15:29:29.886161,,,,,
performance,Low,2.0,2197.4737644195557,3107.0,80.8084154033477,476.6199588775635,True,2026-01-15T15:29:34.995033,,,,,
performance,Low,3.0,2278.7532806396484,675.0,78.49203781276162,1154.2222499847412,True,2026-01-15T15:29:40.175072,,,,,
performance,Low,4.0,1342.3843383789062,728.0,63.631753079732135,449.83649253845215,True,2026-01-15T15:29:44.437345,,,,,
performance,Low,5.0,2513.0693912506104,3229.0,63.198101237299845,1626.4257431030273,True,2026-01-15T15:29:49.872417,,,,,
performance,Low,6.0,2261.509418487549,357.0,54.378304497290095,1004.1625499725342,True,2026-01-15T15:29:55.046174,,,,,
performance,Low,7.0,1540.8685207366943,2891.0,76.8505042273634,383.9762210845947,True,2026-01-15T15:29:59.503746,,,,,
performance,Low,8.0,2480.2048206329346,2709.0,85.84287972802403,391.13807678222656,True,2026-01-15T15:30:04.900032,,,,,
performance,Low,9.0,2838.7513160705566,335.0,63.13477647065839,870.3670501708984,True,2026-01-15T15:30:10.652255,,,,,
subjective,Low,,,,,,,2026-01-15T15:30:36.398693,6.0,6.0,7.0,3.0,6.0
1 2 3
