type,condition,trial_id,operation_time_ms,mouse_distance_px,jump_offset_px,jump_trigger_time_ms,success,timestamp,predict,control,recover,disorient,accept
performance,High,0,1373.5864162445068,67,20.12461179749811,308.3360195159912,TRUE,2026-01-17T15:01:59.682320,,,,,
performance,High,1,1413.1207466125488,2937,25.059928172283335,594.778299331665,TRUE,2026-01-17T15:02:03.996639,,,,,
performance,High,2,1470.384120941162,620,5,579.911470413208,TRUE,2026-01-17T15:02:08.371630,,,,,
performance,High,3,1651.2112617492676,1131,20.223748416156685,567.6052570343018,TRUE,2026-01-17T15:02:12.932658,,,,,
performance,High,4,1146.2945938110352,542,18,815.2809143066406,TRUE,2026-01-17T15:02:16.980224,,,,,
performance,High,5,3145.4691886901855,2763,28.284271247461902,525.7384777069092,TRUE,2026-01-17T15:02:23.031978,,,,,
performance,High,6,1647.7129459381104,2257,28.460498941515414,1006.948709487915,TRUE,2026-01-17T15:02:27.595749,,,,,
performance,High,7,2067.1041011810303,893,28.30194339616981,798.926830291748,TRUE,2026-01-17T15:02:32.576034,,,,,
performance,High,8,1362.9698753356934,226,20.615528128088304,962.6924991607666,TRUE,2026-01-17T15:02:36.843430,,,,,
performance,High,9,1457.399606704712,535,18.601075237738275,909.5630645751953,TRUE,2026-01-17T15:02:41.197937,,,,,
subjective,High,,,,,,,2026-01-17T15:03:36.614405,5,7,6,3,7
performance,Mid,0,1765.0153636932373,2833,58.69412236331676,740.8289909362793,TRUE,2026-01-17T15:03:41.342462,,,,,
performance,Mid,1,2201.9691467285156,817,56.60388679233962,611.0615730285645,TRUE,2026-01-17T15:03:46.467101,,,,,
performance,Mid,2,1285.3326797485352,222,46.32493928760188,524.0938663482666,TRUE,2026-01-17T15:03:50.678650,,,,,
performance,Mid,3,1521.190881729126,213,48.507731342539614,655.8825969696045,TRUE,2026-01-17T15:03:55.117231,,,,,
performance,Mid,4,1970.9718227386475,511,55.78530272392541,588.4203910827637,TRUE,2026-01-17T15:04:00.001585,,,,,
performance,Mid,5,1282.4790477752686,367,32.7566787083184,567.711591720581,TRUE,2026-01-17T15:04:04.197460,,,,,
performance,Mid,6,1349.8835563659668,458,44.41846462902562,579.5145034790039,TRUE,2026-01-17T15:04:08.462671,,,,,
performance,Mid,7,1302.5438785552979,328,41.19465984809196,550.0164031982422,TRUE,2026-01-17T15:04:12.671548,,,,,
performance,Mid,8,1223.4411239624023,310,44.64302857109943,565.9294128417969,TRUE,2026-01-17T15:04:16.814534,,,,,
performance,Mid,9,1314.1539096832275,228,53.23532661682466,617.6328659057617,TRUE,2026-01-17T15:04:21.045421,,,,,
subjective,Mid,,,,,,,2026-01-17T15:04:43.547943,7,6,7,1,7
performance,Low,0,1428.8108348846436,2710,48.104053883222775,618.023157119751,TRUE,2026-01-17T15:04:47.830260,,,,,
performance,Low,1,1244.4255352020264,234,29.732137494637012,579.216718673706,TRUE,2026-01-17T15:04:51.991262,,,,,
performance,Low,2,1190.5608177185059,298,72.80109889280519,524.404764175415,TRUE,2026-01-17T15:04:56.089031,,,,,
performance,Low,3,1324.103593826294,2909,77.33692520394123,616.4801120758057,TRUE,2026-01-17T15:05:00.336530,,,,,
performance,Low,4,1314.9964809417725,3292,90.37698822156003,582.6568603515625,TRUE,2026-01-17T15:05:04.558542,,,,,
performance,Low,5,1285.7398986816406,1012,77.1621668954417,598.9916324615479,TRUE,2026-01-17T15:05:08.749989,,,,,
performance,Low,6,1199.8186111450195,2815,26.40075756488817,590.1637077331543,TRUE,2026-01-17T15:05:12.864226,,,,,
performance,Low,7,1238.5497093200684,3232,43.965895873961216,541.8002605438232,TRUE,2026-01-17T15:05:17.015558,,,,,
performance,Low,8,1413.2335186004639,519,99.29753269845128,594.8209762573242,TRUE,2026-01-17T15:05:21.344274,,,,,
performance,Low,9,1226.3245582580566,191,38.07886552931954,591.8653011322021,TRUE,2026-01-17T15:05:25.496235,,,,,
subjective,Low,,,,,,,2026-01-17T15:05:45.765638,7,7,7,1,7
